Offizieller_Name;streetAddress;postalCode;addressLocality;Telefon;Email;Fax;Internet;Handelsregister;Rechtsform;Hauptsitz;Firmengründung;Inhaber;Geschäftsführung;Branche;Unternehmensgegendstand;Umsatzsteuer-Id;Mitarbeiter;Stammkapital
Koinonia-Saar-Verein zur Förderung des soziolog. kulturellen Miteinander;Keltenweg 1;66701;Beckingen;+49 (06835) 2233;office@haus-koinonia.com;n/a;www.haus-koinonia.com;n/a;e.V.: Eingetragener Verein;Beckingen;n/a;n/a;n/a;Organisationen der Bildung, Wissenschaft, Forschung und Kultur;n/a;n/a;n/a;n/a
vosa-service UG (haftungsbeschränkt) + Co. KG;Reimsbacher Strasse 20;66701;Beckingen;n/a;n/a;n/a;n/a;HRA 11134, Amtsgericht Saarbrücken;KG: Kommanditgesellschaft;Beckingen;2011;n/a;n/a;Reinigung von Gebäuden, Räumen und Inventar;n/a;n/a;n/a;n/a
AB-RE-Trans Geschäftsführungs GmbH;Hauptstrasse 15a;66701;Beckingen;+49 (06832) 1235;n/a;+49 (06832) 800181;n/a;HRB 13006, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Düppenweiler);n/a;n/a;n/a;Nachrichtenübermittlung;n/a;n/a;n/a;n/a
Dietmar Lauer Maschinenbau GmbH;Auf der Alm 15;66701;Beckingen;+49 (06832) 665;n/a;+49 (06832) 8407;n/a;HRB 63114, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Reimsbach);n/a;n/a;n/a;Herstellung von Werkzeugmaschinen für die Metallbearbeitung;n/a;n/a;n/a;n/a
Dipl. Ing. G. Kaiser GmbH;Rehlinger Strasse 19;66701;Beckingen;+49 (06835) 92310;n/a;+49 (06835) 923118;n/a;HRB 63685, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Dienstleistungen a.n.g.;n/a;n/a;n/a;n/a
Export GmbH J.Eisenbarth;Industriegebiet;66701;Beckingen;+49 (06835) 50010;info@exportgmbh.de;+49 (06835) 68249;www.exportgmbh.de;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Gebr. S C H W I N N GmbH;Zur Hellwies 6;66701;Beckingen;+49 (06835) 4418;n/a;+49 (06835) 1611;n/a;HRB 63330, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Honzrath);n/a;n/a;n/a;Transporte, Güterbeförderung im Strassenverkehr;n/a;n/a;n/a;n/a
HT Engineering Werkzeugmaschinen GmbH;Südstrasse 3;66701;Beckingen;+49 (06835) 50010;n/a;+49 (06835) 68249;n/a;HRB 15011, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Herstellung von Werkzeugmaschinen für die Metallbearbeitung;n/a;n/a;n/a;n/a
IKS Immobilien Komplett-Service GmbH;Piesbacher Strasse 65;66701;Beckingen;+49 (06832) 808919;iks-gmbh@web.de;n/a;n/a;HRB 14482, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Immobilien-Verwaltung für Dritte;n/a;n/a;n/a;n/a
I Q S Ingenieurbüro für Qualitätssicherung + Qualitätsprüfung GmbH;Reitersbruch 17;66701;Beckingen;+49 (06835) 8146;n/a;+49 (06835) 814610;n/a;HRB 63846, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Ingenieurbüros für technische Fachplanung;n/a;n/a;n/a;n/a
Jäger GmbH + Co. KG - Gartengestaltung + Steinarbeiten;Zum Forst 21;66701;Beckingen;+49 (06831) 8901899;gartengestaltung-jaeger@web.de;+49 (06831) 8901899;n/a;HRA 8947, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Beckingen;n/a;n/a;n/a;Gartenbau und Landschaftsbau (Galabau);n/a;n/a;n/a;n/a
Konstruktiv Holzbau GmbH;Oppener Strasse 45;66701;Beckingen;+49 (06832) 91336;n/a;+49 (06832) 91337;n/a;HRB 63671, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Dachdeckerei und Bauspenglerei;n/a;n/a;n/a;n/a
Legill GmbH;Reimsbacher Strasse 113;66701;Beckingen;+49 (06832) 201;legillgmbh@aol.com;+49 (06832) 7304;n/a;HRB 64072, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Kfz-Werkstätten, Kfz-Reparatur (Autos, Nutzfahrzeuge, LKW);n/a;n/a;n/a;n/a
Leo Minas Schlosserei Metallbau GmbH;Auf der Heide 37;66701;Beckingen;+49 (06832) 8116;n/a;+49 (06832) 8674;n/a;HRB 63725, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Schlosserei und Schweisserei;n/a;n/a;n/a;n/a
Markasit Handel + Catering GmbH;Herrenschwamm 6;66701;Beckingen;+49 (06832) 9214000;n/a;+49 (06832) 9214444;n/a;HRB 14756, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Catering und Lieferservice;n/a;n/a;n/a;n/a
Vision 99 GmbH;Auf TaubentÃ¤lchen 30;66701;Beckingen;+49 (06837) 909881;n/a;n/a;n/a;HRB 13307, Amtsgericht SaarbrÃ¼cken;GmbH: Gesellschaft mit beschrÃ¤nkter Haftung;Beckingen (Ortsteil Hargarten);n/a;n/a;n/a;n/a;n/a;DE210363612;n/a;n/a
VKK Tiefbaugesellschaft mbH;Dillinger Strasse 21;66701;Beckingen;+49 (06835) 600696;n/a;+49 (06835) 600695;n/a;HRB 64377, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Hochbau, Brückenbau, Tunnelbau usw.;n/a;n/a;n/a;n/a
Bodenbau Wolfgang Schmidt GmbH;Unter den Buchen 46;66701;Beckingen;+49 (06832) 91190;bodenbau-schmidt-trier@t-online.de;+49 (06832) 91191;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Reimsbach);n/a;n/a;n/a;Estrichleger;n/a;n/a;n/a;n/a
J. Goerg OHG;Bahnhofstrasse 2-4;66701;Beckingen;+49 (06835) 2303;j.-goerg@t-online.de;+49 (06835) 2576;n/a;n/a;OHG: Offene Handelsgesellschaft;Beckingen;n/a;n/a;n/a;Einzelhandel mit Baubedarf und Heimwerkerbedarf, Baumärkte;n/a;n/a;n/a;n/a
 Kanalreinigung Diwo-Willkomm - Inhaber: J.Willkomm e.K.; Hauptstrasse 115; 66701; Beckingen; +49 (06832) 369;n/a; +49 (06832) 80365;n/a;n/a; e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.); Beckingen (Ortsteil Düppenweiler);n/a; J.Willkomm e.K.;n/a; Sammelkanalisation;n/a;n/a;n/a;n/a
Seniorenbetreuung Haus Blandine KG;Herrenschwamm 6;66701;Beckingen;+49 (06832) 9214000;n/a;+49 (06832) 9214444;n/a;HRA 9467, Amtsgericht Saarbrücken;n/a;Beckingen;n/a;n/a;n/a;Behindertenwohnheime;n/a;n/a;n/a;n/a
zb-dh Heizung, Sanitär + Elektro GmbH;Rehlinger Strasse 19;66701;Beckingen;+49 (06835) 4026;zb-dh@t-online.de;+49 (06835) 4029;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Klempnerei, Gasinstallation, Wasserinstallation, Heizungsinstallation und Lüftungsinstallation;n/a;n/a;n/a;n/a
Gebr. H U C K E R T GmbH;Rehlinger Strasse 27, IndustriegelÃ¤nde;66701;Beckingen;+49 (06835) 91980;n/a;n/a;n/a;HRB 63351, Amtsgericht SaarbrÃ¼cken;GmbH: Gesellschaft mit beschrÃ¤nkter Haftung;Beckingen;n/a;n/a;n/a;n/a;n/a;DE137918051;n/a;n/a
GECOM TECHNOLOGIES GmbH;Neue Welt 18;66701;Beckingen;+49 (06835) 501861;info@gecom-technologies.com;n/a;www.gecom-technologies.com;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Haustadt);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Geschäftsführungsgesellschaft Herbert Hartge mbH;An der B 51;66701;Beckingen;+49 (06835) 5060;n/a;+49 (06835) 50617;n/a;HRB 64236, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
Günther Kaiser Geschäftsführungsgesellschaft mbH;Rehlinger Strasse 19;66701;Beckingen;+49 (06835) 9231 0;n/a;n/a;n/a;HRB 63419, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
KMR Invest GmbH + Co. KG;Wiesenstrasse 32;66701;Beckingen;+49 (06831) 98780;n/a;+49 (06831) 987811;n/a;HRA 9146, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Beckingen;n/a;n/a;n/a;Nachrichtenübermittlung;n/a;n/a;n/a;n/a
M. Gärtner GmbH + Co. KG;Dillinger Strasse 117;66701;Beckingen;n/a;n/a;n/a;n/a;HRA 9903, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Beckingen;2006;n/a;n/a;Autowaschanlagen sowie Autowäsche und Autoaufbereitung;n/a;n/a;n/a;n/a
MPB Vermögensverwaltungsgesellschaft mbH + Co. KG;Lohwiese 6 a;66701;Beckingen;n/a;n/a;n/a;n/a;HRA 10349, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Beckingen;n/a;n/a;n/a;Verwaltung, Vermietung und Verpachtung von Immobilien;n/a;n/a;n/a;n/a
Profi Gastronomie-, Freizeit- und Umwelt-Consulting GmbH;Rissenthaler Strasse 32;66701;Beckingen;+49 (06832) 91001;n/a;+49 (06832) 91001;n/a;HRB 15178, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Versandhandel;n/a;n/a;n/a;n/a
SHS Service Haus- und Systemtechnik UG (haftungsbeschränkt) + Co. KG;Reimsbacher Strasse 20a;66701;Beckingen;n/a;n/a;n/a;n/a;HRA 11236, Amtsgericht Saarbrücken;KG: Kommanditgesellschaft;Beckingen;2012;n/a;n/a;n/a;n/a;n/a;n/a;n/a
ABI Agrar- Biologisches Institut GmbH;Weidenweg 2;66701;Beckingen;+49 (06835) 93340;n/a;+49 (06835) 93342;n/a;HRB 64460, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Hellwies);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Autoersatzteile Glauben GmbH;Brückenstrasse 13;66701;Beckingen;+49 (06835) 8696;n/a;+49 (06835) 39483;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Handel mit Ersatzteilen und Zubehör für Autos, Nutzfahrzeuge, LKW etc.;n/a;n/a;n/a;n/a
Autohaus Fontaine GmbH;Dillinger Strasse 54;66701;Beckingen;+49 (06835) 93777;n/a;+49 (06835) 93778;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Autohandel und Kfz-Handel (Nutzfahrzeuge, LKW etc.);n/a;n/a;n/a;n/a
Autohaus Werner Scholz KG;Erbringer Strasse 1a;66701;Beckingen;+49 (06832) 1551;n/a;+49 (06832) 8855;n/a;n/a;KG: Kommanditgesellschaft;Beckingen (Ortsteil Erbringen);n/a;n/a;n/a;Autohandel und Kfz-Handel (Nutzfahrzeuge, LKW etc.);n/a;n/a;n/a;n/a
C.P.S. Computer - Peripherie Service + Handelsgesellschaft mbH;Kapellenstrasse 25;66701;Beckingen;+49 (06832) 800057;n/a;+49 (06832) 800058;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Reimsbach);n/a;n/a;n/a;Instandhaltung und Reparatur von Computern und Büromaschinen;n/a;n/a;n/a;n/a
 Detzen GmbH Holzbau/ Treppenbau/Bedachung; Ottilienstrasse 15; 66701; Beckingen; +49 (06835) 2678;n/a; +49 (06835) 4923;n/a;n/a; GmbH: Gesellschaft mit beschränkter Haftung; Beckingen;n/a;n/a;n/a; Dachdeckerei, Bauspenglerei, Abdichtung und Zimmerei;n/a;n/a;n/a;n/a
ECCP - Engineering, Construction, Consulting + Personnel-Leasing Ltd.;Johannesstrasse 14;66701;Beckingen;+49 (06832) 807325;n/a;+49 (06832) 807326;n/a;n/a;Ltd.: Limited;Beckingen (Ortsteil Erbringen);n/a;n/a;n/a;Leasinggesellschaften;n/a;n/a;n/a;n/a
Freichel GmbH;Hauptstrasse 45;66701;Beckingen;+49 (06832) 7887;n/a;+49 (06832) 80396;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Düppenweiler);n/a;n/a;n/a;Bautischlerei und Bauschlosserei;n/a;n/a;n/a;n/a
Frieder Weller Zahntechnik GmbH;Leodegarstrasse 8;66701;Beckingen;+49 (06832) 91565;n/a;+49 (06832) 91566;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Düppenweiler);n/a;n/a;n/a;Zahntechnik und Dentallabore;n/a;n/a;n/a;n/a
Hahn GmbH;Honzrather Strasse 56;66701;Beckingen;+49 (06835) 7534;n/a;+49 (06835) 68127;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Honzrath);n/a;n/a;n/a;Bäckereien, Herstellung von Backwaren und Konditorwaren;n/a;n/a;n/a;n/a
IAS Immobilien-Altbau-Sanierungsträger GmbH;Blumenstrasse 18;66701;Beckingen;+49 (06832) 603;n/a;+49 (06832) 80426;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Düppenweiler);n/a;n/a;n/a;Immobilien-Vermittlung für Dritte;n/a;n/a;n/a;n/a
Josef Schwinn Nah- + Fernverkehr GmbH + Co. KG;Johanneshof;66701;Beckingen;+49 (06832) 478;n/a;+49 (06832) 1611;n/a;n/a;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Beckingen;n/a;n/a;n/a;Transporte, Güterbeförderung im Strassenverkehr;n/a;n/a;n/a;n/a
Legill Motorsport GmbH;Reimsbacher Strasse 99c;66701;Beckingen;+49 (06832) 201;n/a;+49 (06832) 7304;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Reimsbach);n/a;n/a;n/a;Kfz-Werkstätten, Kfz-Reparatur (Autos, Nutzfahrzeuge, LKW);n/a;n/a;n/a;n/a
Lillo-Mietwagen GmbH;Waldstrasse 58;66701;Beckingen;+49 (06835) 3611;n/a;+49 (06835) 602323;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Autovermietung (bis 3,5 t);n/a;n/a;n/a;n/a
MEK Verwaltungs GmbH + Co. KG;Am Mühlenberg 9;66701;Beckingen;+49 (06832) 1011;n/a;n/a;n/a;HRA 9548, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Beckingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
Optik Ewen GmbH;Brückenstrasse 9;66701;Beckingen;+49 (06835) 68638;n/a;+49 (06835) 68735;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Herstellung von optischen Instrumenten;n/a;n/a;n/a;n/a
PM Recycling GmbH;Hauptstrasse 105;66701;Beckingen;+49 (06832) 92070;n/a;+49 (06832) 7647;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Düppenweiler);n/a;n/a;n/a;Recycling;n/a;n/a;n/a;n/a
Sporthotel Honzrath GmbH;Zur Hellwies 8;66701;Beckingen;+49 (06835) 4041;n/a;+49 (06835) 4042;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Honzrath);n/a;n/a;n/a;Hotels;n/a;n/a;n/a;n/a
Stefan Sand e.K.;Reimsbacher Strasse 42;66701;Beckingen;+49 (06832) 91181;n/a;+49 (06832) 91182;n/a;n/a;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Beckingen (Ortsteil Reimsbach);n/a;n/a;n/a;Apotheken;n/a;n/a;n/a;n/a
STEIER OUTFIT Dorothee Bösen e.K.;Dillinger Strasse 23;66701;Beckingen;+49 (06835) 93880;n/a;+49 (06835) 93881;n/a;n/a;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Beckingen;n/a;n/a;n/a;Einzelhandel mit Bekleidung und Bekleidungszubehör;n/a;n/a;n/a;n/a
S.Z.B. Catering GmbH;Haferweg 9;66701;Beckingen;+49 (06835) 93323;n/a;+49 (06835) 93324;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Catering und Lieferservice;n/a;n/a;n/a;n/a
Vabis e.K.;Johanneshof;66701;Beckingen;+49 (06832) 478;n/a;+49 (06832) 1611;n/a;n/a;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Beckingen;n/a;n/a;n/a;Transporte, Güterbeförderung im Strassenverkehr;n/a;n/a;n/a;n/a
ZWP Gesellschaft für zerstörungsfreie Werkstoffprüfung mbH;Lohwiese 6;66701;Beckingen;+49 (06835) 4096;n/a;+49 (06835) 68811;n/a;HRB 63243, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Autohaus Theo Becker;Haustadter-Tal-Strasse 110;66701;Beckingen;+49 (06835) 7569;n/a;+49 (06835) 67199;n/a;n/a;n/a;Beckingen (Ortsteil Haustadt);n/a;n/a;n/a;Autohandel und Kfz-Handel (Nutzfahrzeuge, LKW etc.);n/a;n/a;n/a;n/a
Bella Stuck GmbH + Co. KG;Buchenstrasse 16;66701;Beckingen;+49 (06835) 923143;n/a;n/a;n/a;HRA 9772, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Beckingen;n/a;n/a;n/a;Stukkateure, Gipser und Verputzer;n/a;n/a;n/a;n/a
Dentallabor Kurt Grün;Reitersbruch 9;66701;Beckingen;+49 (06835) 6188;n/a;+49 (06835) 3273;n/a;n/a;n/a;Beckingen (Ortsteil Haustadt);n/a;n/a;n/a;Zahntechnik und Dentallabore;n/a;n/a;n/a;n/a
Engel - Apotheke Annemarie Kiefer-Schlarb;Talstrasse 128;66701;Beckingen;+49 (06835) 2435;n/a;+49 (06835) 68376;n/a;n/a;n/a;Beckingen;n/a;n/a;n/a;Apotheken;n/a;n/a;n/a;n/a
F + F Unternehmensberatungsgesellschaft mbH + Co. KG;Schützenstrasse 7;66701;Beckingen;n/a;n/a;n/a;n/a;HRA 9623, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Beckingen;n/a;n/a;n/a;Unternehmensberatung, Unternehmensberater;n/a;n/a;n/a;n/a
F + F Unternehmensberatungs-Geschäftsführungs-Gesellschaft mbH;Schützenstrasse 7-11;66701;Beckingen;+49 (06832) 80790;n/a;n/a;n/a;HRB 63479, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Unternehmensberatung, Unternehmensberater;n/a;n/a;n/a;n/a
HH Grundstücks-GmbH Geschäftsführungsgesellschaft;An der B 51;66701;Beckingen;+49 (06835) 5060;n/a;n/a;n/a;HRB 15418, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
H. Mayers GmbH;Rübengarten 10;66701;Beckingen;+49 (06832) 606;h.mayers.gmbh@t-online.de;+49 (06832) 80352;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Reimsbach);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
HS Systemtechnik GmbH;Zur Plätsch 1a;66701;Beckingen;+49 (06832) 807685;elektrogruhn@t-online.de;+49 (06832) 807689;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Reimsbach);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
IBH Ingenieurbüro Hassler GmbH;Andreasstrasse 13;66701;Beckingen;+49 (06832) 807049;n/a;n/a;n/a;HRB 15003, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Ingenieurbüros für technische Fachplanung;n/a;n/a;n/a;n/a
Jäger Geschäftsführungsgesellschaft mbH;Zum Forst 21;66701;Beckingen;+49 (06861) 601458;n/a;n/a;n/a;HRB 64575, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Holding- und Beteiligungsgesellschaften;n/a;n/a;n/a;n/a
MEK Geschäftsführungs GmbH;Am Mühlenberg 9;66701;Beckingen;n/a;n/a;n/a;n/a;HRB 14798, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
M. Gärtner Geschäftsführungsgesellschaft mbH;Dillinger Strasse 117;66701;Beckingen;n/a;n/a;n/a;n/a;HRB 15776, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
Michael Serwe;Am Mühlenberg 5;66701;Beckingen;+49 (06832) 7377;n/a;+49 (06832) 7377;n/a;n/a;n/a;Beckingen (Ortsteil Düppenweiler);n/a;n/a;n/a;Einzelhandel mit Nahrungsmitteln, Getränken und Tabakwaren;n/a;n/a;n/a;n/a
Michael Schorn GmbH;Auf Taubentälchen 43;66701;Beckingen;+49 (06832) 8618;michael-schorn@t-online.de;+49 (06832) 8889;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Hargarten);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
NGI Holding Ltd.;Neue Welt 3;66701;Beckingen;n/a;n/a;n/a;n/a;HRB 15845, Amtsgericht Saarbrücken;Ltd.: Limited;Beckingen;n/a;n/a;n/a;Holding- und Beteiligungsgesellschaften;n/a;n/a;n/a;n/a
Otmar Werding Teppiche;Talstrasse 266;66701;Beckingen;+49 (06835) 2113;n/a;+49 (06835) 1061;n/a;n/a;n/a;Beckingen;n/a;n/a;n/a;Einzelhandel mit Tapeten und Bodenbelägen;n/a;n/a;n/a;n/a
Roehnert + Sohn GmbH;Honzrather Strasse 22a;66701;Beckingen;+49 (06835) 6164;roehnert.und.sohn.gmbh@t-online.de;+49 (06835) 4437;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Honzrath);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Rolf Weber Transport GmbH;Donatusring 8;66701;Beckingen;+49 (06866) 150076;n/a;n/a;n/a;HRB 63431, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Transporte, Güterbeförderung im Strassenverkehr;n/a;n/a;n/a;n/a
SP: Haupenthal GmbH;Reimsbacher Strasse 62a;66701;Beckingen;+49 (06832) 91199;haupe@t-online.de;+49 (06832) 91198;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Reimsbach);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
WKS Geschäftsführungs GmbH;Dillinger Strasse 2;66701;Beckingen;n/a;n/a;n/a;n/a;HRB 15948, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
Zenner Bauunternehmung GmbH + Co. KG;Am Zollstock;66701;Beckingen;n/a;n/a;n/a;n/a;HRA 61375, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Beckingen;n/a;n/a;n/a;Hochbau (ohne Fertigteilbau);n/a;n/a;n/a;n/a
F + F Unternehmensberatungs-Geschäftsführungs-GmbH;Schützenstrasse 9;66701;Beckingen;+49 (06832) 80790;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Reimsbach);n/a;n/a;n/a;Unternehmensberatung, Unternehmensberater;n/a;n/a;n/a;n/a
Gottfried Racke GmbH;Nelkenweg 7;66701;Beckingen;+49 (06835) 7312;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Saarfels);n/a;n/a;n/a;Elektroinstallation;n/a;n/a;n/a;n/a
IGB Engineering + Consultancy Limited;Amselweg 8;66701;Beckingen;+49 (06835) 501003;n/a;n/a;n/a;n/a;Ltd.: Limited;Beckingen;n/a;n/a;n/a;Ingenieurbüros für technische Fachplanung;n/a;n/a;n/a;n/a
MiBau Boden- und Fugensanierungs GmbH;Zum Buchwald 21;66701;Beckingen;+49 (06835) 6082922;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Sonstiger spezialisierter Hoch- und Tiefbau;n/a;n/a;n/a;n/a
Robert Puhl GmbH;Rübengarten 22;66701;Beckingen;+49 (06832) 302;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen (Ortsteil Reimsbach);n/a;n/a;n/a;Transporte, Güterbeförderung im Strassenverkehr;n/a;n/a;n/a;n/a
TBM Beteiligungsgesellschaft mbH;Hauptstrasse 57;66701;Beckingen;+49 (06832) 1835;n/a;n/a;n/a;HRB 64220, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Beckingen;n/a;n/a;n/a;Holding- und Beteiligungsgesellschaften;n/a;n/a;n/a;n/a
VVG N Verwaltungsgesellschaft mbH + Co. KG;Schützenstrasse 7;66701;Beckingen;n/a;n/a;n/a;n/a;HRA 9848, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Beckingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
